REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2008,04,2,35,0,05,,2,6,5,1,,,5,3,14,05,19,3,1,,750,0,1,750,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1,18,,221
2,2008,04,1,24,0,02,4,1,6,4,1,,,2,3,10,08,35,,,,400,400,1,400,400,0,,0,0,0,,38,,1550,2,1,2,2,,,,,,,,,,,,,,,,,1,01,,104
3,2008,04,4,24,0,11,,1,4,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,18,,114
4,2008,04,2,59,9,07,,1,1,4,1,,,2,2,09,07,33,1,80,2,600,0,1,600,0,,,,,,,24,,800,3,1,3,4,,,,,,,,,,,,,,,,,1,06,2,118
5,2008,04,1,47,0,10,,2,1,4,1,,,2,3,14,02,08,,,,363,363,1,363,363,0,,0,0,0,,145,,1500,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,98
6,2008,04,4,24,0,12,,1,1,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,11,,147
7,2008,04,4,35,3,03,6,2,6,1,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,2,,,,,,,,,,,1,01,,434
8,2008,04,1,48,7,06,,2,5,4,1,,,2,3,14,07,31,,,,400,400,1,400,400,0,,0,0,0,,103,,5096,3,1,3,4,,,,,,,,,,,,,,,,,1,14,3,453
9,2008,04,1,46,0,08,,2,6,4,1,,,1,3,17,04,17,,,,330,330,1,330,330,0,,0,0,0,,11,,2575,1,1,1,4,,,,,,,,,,,,,,,,,3,01,,34
10,2008,04,1,46,0,03,6,1,1,4,1,,,2,3,07,08,35,,,,400,400,1,400,400,0,,0,0,0,,21,,2100,3,1,2,3,,,,,,,,,,,,,,,,,1,03,1,106
11,2008,04,4,48,7,02,3,2,6,3,,1,2,1,1,16,07,34,,,,,,,,,,,,,,,,4,,,,,,,,,3,05,3,1,,,,,,,,,,2,01,,542
12,2008,04,1,47,0,03,5,2,2,4,1,,,2,3,17,02,09,,,,400,400,1,400,400,0,,0,0,0,,72,,1625,3,1,1,2,,,,,,,,,,,,,,,,,1,02,,133
13,2008,04,1,35,4,06,,1,1,2,1,,,1,3,21,02,07,,,,363,363,1,363,363,0,,0,0,0,,237,,2861,3,1,2,2,,,,,,,,,,,,,,,,,1,03,1,864
14,2008,04,4,35,0,11,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,05,,231
15,2008,04,3,35,4,05,,1,5,3,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,32,7,1,,,62,2,,,,,1,,2,,,1,01,,1229
