REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2009,01,1,35,4,07,,2,1,4,1,,,2,2,14,02,05,,,,200,200,2,200,200,0,,0,0,0,5,51,,1000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,3,1240
2,2009,01,1,48,0,05,,2,2,4,2,,,2,3,17,05,21,,,,400,400,1,520,540,0,,0,0,0,,71,,1846,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,95
3,2009,01,1,35,0,07,,2,1,4,1,,,2,3,19,07,34,,,,140,140,2,140,140,0,,0,0,0,1,101,,1075,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,235
4,2009,01,1,12,0,05,,2,1,1,1,,,2,3,19,07,34,,,,380,380,1,380,380,0,,0,0,0,,25,,830,3,1,2,4,,,,,,,,,,,,,,,,,1,03,2,120
5,2009,01,1,48,0,07,,2,4,4,1,,,2,3,04,07,34,,,,600,800,1,600,800,0,,200,0,200,,11,,3000,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,112
6,2009,01,1,35,0,07,,1,2,4,1,,,2,3,10,08,35,,,,400,400,1,400,400,0,,0,0,0,,46,,2182,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,98
7,2009,01,1,59,0,06,,2,1,4,1,,,2,3,06,02,09,,,,400,400,1,400,400,0,,0,0,0,,3,,1827,1,1,1,1,,,,,,,,,,,,,,,,,1,09,3,536
8,2009,01,2,59,0,02,4,2,6,4,1,,,2,3,20,07,32,2,32,2,240,0,2,240,0,,,,,,2,25,,1000,1,1,1,3,,,,,,,,,,,,,,,,,1,07,,128
9,2009,01,3,24,1,06,,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,52,7,1,,,122,2,,1,,,,,2,,,1,01,,477
10,2009,01,1,48,8,08,,1,1,4,1,,,2,3,14,03,12,,,,300,390,1,300,390,0,,80,0,80,,154,,5500,1,1,3,3,,,,,,,,,,,,,,,,,1,05,,362
11,2009,01,4,59,9,12,,2,3,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,489
12,2009,01,1,35,3,08,,1,1,5,1,,,2,3,18,01,04,,,,400,500,1,400,500,0,,0,100,100,,240,,4808,3,1,2,3,,,,,,,,,,,,,,,,,1,03,3,468
13,2009,01,4,48,0,06,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,1,06,2,228
