REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,SEX,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2008,11,1,59,0,03,5,2,6,6,2,,,1,3,16,05,20,,,,350,380,1,430,500,70,3,0,100,100,,27,,1896,3,1,2,2,,,,,,,,,,,,,,,,,1,18,,114
2,2008,11,3,12,0,06,,1,1,2,,1,1,2,3,03,09,40,,,,,,,,,,,,,,,,11,,,,,,,8,3,4,09,3,2,,,,,,,,,,1,09,2,185
3,2008,11,1,59,9,07,,1,1,6,1,,,2,1,15,08,36,,,,400,320,1,400,320,80,3,0,0,0,,56,,2000,1,1,2,4,,,,,,,,,,,,,,,,,3,03,2,479
4,2008,11,4,24,0,12,,2,1,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,102
5,2008,11,1,35,0,02,4,2,6,4,1,,,2,3,10,07,33,,,,200,200,2,200,200,0,,0,0,0,6,3,,1000,3,1,1,4,,,,,,,,,,,,,,,,,1,04,,203
6,2008,11,4,47,0,02,4,2,6,2,,1,1,1,3,18,06,28,,,,,,,,,,,,,,,,3,,,,,,,,,3,05,4,,,,,,,,,,,2,16,1,87
7,2008,11,4,48,7,01,1,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,2,06,,419
8,2008,11,1,24,2,07,,2,1,5,1,,,1,3,18,06,27,,,,400,400,1,400,400,0,,0,0,0,,240,,2837,1,1,3,3,,,,,,,,,,,,,,,,,1,03,2,728
9,2008,11,4,35,0,11,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,11,,199
10,2008,11,1,48,0,05,,1,1,4,1,,,6,3,14,03,13,,,,420,340,1,420,340,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,1,03,2,220
